year,manufacturer,make,make/model,thefts,production,rate,type
2004,DAIMLERCHRYSLER,CHRYSLER,CROSSFIRE,22,17345,1.27,Car
2005,FORD MOTOR CO,FORD,FREESTAR VAN,92,72690,1.27,MPV
2010,PORSCHE,PORSCHE,panamera,7,5531,1.27,Car
2011,MAZDA,MAZDA,3,123,0,1.26,Car
2004,AUDI,AUDI,a4/a4 Quattro/s4/s4 Avant,59,46660,1.26,Car
2004,GENERAL MOTORS,BUICK,REGAL,24,18983,1.26,Car
2008,GENERAL MOTORS,BUICK,ALLURE,53,41961,1.26,Car
2013,VOLKSWAGEN,VOLKSWAGEN,jetta,222,176130,1.26,Car
2013,TOYOTA,TOYOTA,camry,353,280399,1.26,Car
2008,FORD MOTOR CO,MERCURY,MILAN,41,32608,1.26,Car
2004,FORD MOTOR CO,FORD,ESCAPE,133,106309,1.25,MPV
2010,NISSAN,NISSAN,sentra,116,92736,1.25,Car
2008,FORD MOTOR CO,MERCURY,SABLE,33,26392,1.25,Car
2008,MERCEDES-BENZ,MERCEDES-BENZ,s-class,33,26436,1.25,Car
2013,GENERAL MOTORS,CADILLAC,ATS,49,39386,1.24,Car
2010,SUBARU,SUBARU,b9 tribeca,3,2412,1.24,MPV
2006,TOYOTA,TOYOTA,matrix,70,56291,1.24,Car
2007,TOYOTA,TOYOTA,tacoma pickup,206,165714,1.24,Truck
2014,NISSAN,NISSAN,frontier pickup,78,62847,1.24,Truck
2004,MERCEDES-BENZ,MERCEDES-BENZ,203 (c-class),64,51630,1.24,Car
2013,HYUNDAI,HYUNDAI,sonata,388,313346,1.24,Car
2005,GENERAL MOTORS,CHEVROLET,ASTRO VAN,29,23439,1.24,MPV
2012,KIA,KIA,optima,132,106747,1.24,Car
2009,GENERAL MOTORS,GMC,ENVOY,7,5661,1.24,MPV
2011,BENTLEY MOTORS,BENTLEY MOTORS,CONTINENTAL,1,809,1.24,Car
2005,DAIMLERCHRYSLER,CHRYSLER,PACIFICA,146,118329,1.23,MPV
2013,NISSAN,NISSAN,370z,8,6485,1.23,Car
2006,GENERAL MOTORS,CHEVROLET,COLORADO PICKUP,129,104675,1.23,Truck
2014,KIA,KIA,sorento,138,112099,1.23,MPV
2013,GENERAL MOTORS,CADILLAC,CTS,41,33340,1.23,Car
2012,BMW,BMW,5,53,43103,1.23,Car
2011,MERCEDES-BENZ,MERCEDES-BENZ,c-class,74,0,1.23,Car
2009,MASERATI,MASERATI,quattroporte,1,817,1.22,Car
2014,CHRYSLER,JEEP,COMPASS,109,89264,1.22,MPV
2004,TOYOTA,SCION,XA,18,14753,1.22,Car
2004,NISSAN,INFINITI,QX56,15,12296,1.22,MPV
2014,BMW,BMW,m6,3,2466,1.22,Car
2008,TOYOTA,TOYOTA,yaris,147,120841,1.22,Car
2010,FORD MOTOR CO,FORD,FUSION,341,280461,1.22,Car
2004,JAGUAR,JAGUAR,x-type,30,24693,1.21,Car
2007,FORD MOTOR CO,FORD,RANGER PICKUP,94,77539,1.21,Truck
2013,HONDA,HONDA,pilot,53,43762,1.21,MPV
2010,FORD MOTOR CO,MERCURY,MILAN,47,38824,1.21,Car
2007,TOYOTA,TOYOTA,4runner,132,109124,1.21,MPV
2005,GENERAL MOTORS,PONTIAC,BONNEVILLE,26,21519,1.21,Car
2009,KIA,KIA,optima,43,35610,1.21,Car
2014,FORD MOTOR CO,LINCOLN,MKZ,39,32303,1.21,Car
2013,CHRYSLER,JEEP,PATRIOT,43,35620,1.21,MPV
2005,GENERAL MOTORS,CADILLAC,CTS,74,61323,1.21,Car
2007,MERCEDES-BENZ,MERCEDES-BENZ,170 (slk-class),9,7459,1.21,Car
2011,SUZUKI,SUZUKI,sx4,16,0,1.20,Car
2013,TOYOTA,SCION,tC,24,19927,1.20,Car
2012,FORD MOTOR CO,FORD,FUSION,371,308520,1.20,Car
2005,BMW,BMW,7,9,7495,1.20,Car
2008,SUZUKI,SUZUKI,sx4,51,42522,1.20,Car
2009,NISSAN,NISSAN,gt-r,3,2505,1.20,Car
2005,DAIMLERCHRYSLER,DODGE,CARAVAN/GRAND CARAVAN,440,367439,1.20,MPV
2011,KIA,KIA,sedona van,20,0,1.20,MPV
2004,VOLVO,VOLVO,S 60,50,41804,1.20,Car
2004,ISUZU,ISUZU,axiom,4,3347,1.20,MPV
2014,NISSAN,INFINITI,QX60,47,39331,1.20,MPV
2009,GENERAL MOTORS,SATURN,VUE,47,39342,1.19,MPV
2013,MERCEDES-BENZ,MERCEDES-BENZ,sl-class,12,10053,1.19,Car
2008,AUDI,AUDI,S4/S5,3,2514,1.19,Car
2008,TOYOTA,SCION,XD,39,32737,1.19,Car
2011,HYUNDAI,HYUNDAI,elantra,119,0,1.19,Car
2012,CHRYSLER,JEEP,LIBERTY,124,104184,1.19,MPV
2011,NISSAN,NISSAN,cube,17,0,1.19,Car
2004,HONDA,HONDA,accord,448,376680,1.19,Car
2006,HONDA,HONDA,accord,391,328780,1.19,Car
2005,TOYOTA,TOYOTA,4runner,127,106810,1.19,MPV
2007,GENERAL MOTORS,SATURN,AURA,77,64851,1.19,Car
2014,SUBARU,SUBARU,tribeca,1,843,1.19,MPV
2004,NISSAN,INFINITI,M45,2,1687,1.19,Car
2014,KIA,KIA,soul,153,129110,1.19,Car
2014,CHRYSLER,JEEP,PATRIOT,155,130916,1.18,MPV
2005,DAIMLERCHRYSLER,DODGE,VIPER,2,1692,1.18,Car
2013,MITSUBISHI,MITSUBISHI,outlander,35,29764,1.18,MPV
2008,JAGUAR LAND ROVER,JAGUAR,xj8/xj8l,3,2556,1.17,Car
2004,VOLKSWAGEN,VOLKSWAGEN,jetta,109,92979,1.17,Car
2007,GENERAL MOTORS,PONTIAC,TORRENT,35,29918,1.17,MPV
2007,HONDA,HONDA,civic,389,332639,1.17,Car
2010,TOYOTA,TOYOTA,yaris,74,63285,1.17,Car
2009,TOYOTA,LEXUS,LS,11,9418,1.17,Car
2010,MAZDA,MAZDA,6,53,45410,1.17,Car
2004,GENERAL MOTORS,CHEVROLET,COLORADO,109,93411,1.17,Truck
2007,GENERAL MOTORS,CADILLAC,FUNERAL COACH HEARSE,1,857,1.17,Car
2004,FORD MOTOR CO,MERCURY,GRAND MARQUIS,104,89130,1.17,Car
2004,GENERAL MOTORS,SATURN,ION,141,121109,1.16,Car
2008,KIA,KIA,sedona van,37,31800,1.16,MPV
2010,NISSAN,INFINITI,G37,49,42113,1.16,Car
2004,MAZDA,MAZDA,mpv van,26,22346,1.16,MPV
2008,GENERAL MOTORS,GMC,ENVOY,36,30956,1.16,MPV
2011,HYUNDAI,HYUNDAI,sonata,350,0,1.16,Car
2004,VOLVO,VOLVO,S 80,23,19802,1.16,Car
2007,MITSUBISHI,MITSUBISHI,outlander,37,31873,1.16,MPV
2013,SUZUKI,SUZUKI,sx4,8,6897,1.16,Car
2008,GENERAL MOTORS,CADILLAC,CTS,73,62943,1.16,Car
2010,TOYOTA,SCION,XB,24,20718,1.16,Car
2005,HYUNDAI,HYUNDAI,tucson,71,61346,1.16,MPV
2004,GENERAL MOTORS,PONTIAC,montana van,35,30277,1.16,MPV
2011,HONDA,HONDA,civic,158,0,1.16,Car
2012,SUZUKI,SUZUKI,grand vitara,8,6923,1.16,MPV
2011,TOYOTA,SCION,XB,23,0,1.16,Car
2009,CHRYSLER,JEEP,LIBERTY,36,31272,1.15,MPV
2010,TOYOTA,TOYOTA,matrix,31,26950,1.15,Car
2010,VOLKSWAGEN,VOLKSWAGEN,JETTA GLI,142,123543,1.15,Car
2011,VOLVO,VOLVO,S 40,5,0,1.15,Car
2012,HYUNDAI,HYUNDAI,sonata,264,230381,1.15,Car
2011,SUZUKI,SUZUKI,kizashi,7,0,1.15,Car
2007,AUDI,AUDI,a3/a3 Quattro,8,6992,1.14,Car
2005,ASTON MARTIN,ASTON MARTIN,DB9,1,874,1.14,Car
2013,HYUNDAI,HYUNDAI,elantra,469,411249,1.14,Car
2011,CHRYSLER,JEEP,LIBERTY,65,0,1.14,MPV
2008,FORD MOTOR CO,LINCOLN,TOWN CAR,14,12300,1.14,Car
2010,VOLKSWAGEN,VOLKSWAGEN,cc,33,29078,1.13,Car
2009,GENERAL MOTORS,BUICK,LUCERNE,36,31751,1.13,Car
2013,CHRYSLER,DODGE,JOURNEY,96,84725,1.13,MPV
2008,MERCEDES-BENZ,MERCEDES-BENZ,clk-class,22,19420,1.13,Car
2012,TOYOTA,SCION,tC,24,21188,1.13,Car
2008,AUDI,AUDI,A4/A5,51,45063,1.13,Car
2006,TOYOTA,TOYOTA,tacoma pickup,221,195700,1.13,Truck
2011,FORD MOTOR CO,FORD,FUSION,239,0,1.13,Car
2005,GENERAL MOTORS,GMC,SAFARI VAN,5,4441,1.13,MPV
2011,AUDI,AUDI,A6,8,0,1.13,Car
2008,BMW,BMW,m5,3,2666,1.13,Car
2009,KIA,KIA,sedona van,21,18684,1.12,MPV
2011,CHRYSLER,CHRYSLER,200,72,0,1.12,Car
2011,CHRYSLER,DODGE,NITRO,40,0,1.12,MPV
2013,BMW,BMW,5,65,58063,1.12,Car
2012,VOLKSWAGEN,VOLKSWAGEN,passat,107,95583,1.12,Car
2014,VOLKSWAGEN,VOLKSWAGEN,beetle,31,27710,1.12,Car
2005,FORD MOTOR CO,FORD,FIVE HUNDRED,109,97689,1.12,Car
2005,VOLVO,VOLVO,V 70,9,8070,1.12,Car
2007,VOLKSWAGEN,VOLKSWAGEN,golf/rabbit/gti,46,41314,1.11,Car
2004,HYUNDAI,HYUNDAI,xg300,27,24262,1.11,Car
2004,TOYOTA,TOYOTA,4runner,135,122034,1.11,MPV
2014,GENERAL MOTORS,CADILLAC,ATS,40,36424,1.10,Car
2012,GENERAL MOTORS,CHEVROLET,CRUZE,297,270622,1.10,Car
2004,MERCEDES-BENZ,MERCEDES-BENZ,220 (s-class),18,16416,1.10,Car
2011,KIA,KIA,sportage,50,0,1.10,MPV
2008,CHRYSLER,JEEP,LIBERTY,99,90530,1.09,MPV
2010,MERCEDES-BENZ,MERCEDES-BENZ,s-class,17,15555,1.09,Car
2014,BMW,BMW,m5,2,1834,1.09,Car
2012,HYUNDAI,HYUNDAI,accent,80,73458,1.09,Car
2008,GENERAL MOTORS,BUICK,LUCERNE,72,66117,1.09,Car
2005,FORD MOTOR CO,FORD,THUNDERBIRD,10,9189,1.09,Car
2013,FORD MOTOR CO,FORD,FIESTA,73,67095,1.09,Car
2014,MERCEDES-BENZ,MERCEDES-BENZ,sl-class,5,4599,1.09,Car
2006,HONDA,ACURA,TSX,44,40480,1.09,Car
2012,HYUNDAI,HYUNDAI,genesis,41,37741,1.09,Car
2006,GENERAL MOTORS,GMC,CANYON PICKUP,29,26744,1.08,Truck
2006,GENERAL MOTORS,SATURN,VUE,103,95178,1.08,MPV
2005,BMW,BMW,x3,31,28657,1.08,MPV
2013,GENERAL MOTORS,BUICK,REGAL,21,19437,1.08,Car
2007,GENERAL MOTORS,CHEVROLET,EQUINOX,94,87031,1.08,MPV
2011,NISSAN,INFINITI,M37/M56,16,0,1.08,Car
2004,GENERAL MOTORS,PONTIAC,GTO,13,12044,1.08,Car
2011,BMW,BMW,7,13,0,1.08,Car
2004,HONDA,ACURA,TSX,50,46494,1.08,Car
2007,HYUNDAI,HYUNDAI,tiburon,15,13951,1.08,Car
2006,AUDI,AUDI,a3/a3 Quattro,12,11162,1.08,Car
2010,MERCEDES-BENZ,MERCEDES-BENZ,glk-class,38,35364,1.07,MPV
2009,KIA,KIA,amanti,1,931,1.07,Car
2004,ISUZU,ISUZU,ascender,8,7455,1.07,MPV
2004,ISUZU,ISUZU,ascender,8,7455,1.07,MPV
2011,KIA,KIA,optima,69,0,1.07,Car
2010,VOLKSWAGEN,VOLKSWAGEN,new beetle,18,16829,1.07,Car
2012,VOLVO,VOLVO,S 80,4,3748,1.07,Car
2005,TOYOTA,LEXUS,LS,31,29049,1.07,Car
2009,TOYOTA,LEXUS,IS,34,31875,1.07,Car
2008,TOYOTA,TOYOTA,tacoma pickup,156,146312,1.07,Truck
2004,NISSAN,NISSAN,xterra,90,84478,1.07,MPV
2014,FORD MOTOR CO,FORD,FOCUS,351,329577,1.07,Car
2013,NISSAN,NISSAN,nv 200 cgo van,6,5650,1.06,LDT
2010,TOYOTA,SCION,tC,21,19786,1.06,Car
2008,KIA,KIA,sorento,42,39679,1.06,MPV
2014,TOYOTA,LEXUS,IS,48,45439,1.06,Car
2012,VOLVO,VOLVO,C30,3,2841,1.06,Car
2013,SUZUKI,SUZUKI,grand vitara,3,2841,1.06,MPV
2008,SUZUKI,SUZUKI,vitara/grand vitara,19,17996,1.06,MPV
2011,FORD MOTOR CO,LINCOLN,TOWN C,15,0,1.06,Car
2007,VOLKSWAGEN,VOLKSWAGEN,passat,42,39867,1.05,Car
2009,TOYOTA,SCION,XB,39,37039,1.05,Car
2004,PORSCHE,PORSCHE,911,10,9546,1.05,Car
2007,MERCEDES-BENZ,MERCEDES-BENZ,129 (sl-class),8,7648,1.05,Car
2004,AUDI,AUDI,A8,8,7654,1.05,Car
2009,FORD MOTOR CO,FORD,FLEX,44,42100,1.05,MPV
2005,GENERAL MOTORS,CHEVROLET,EQUINOX,192,183758,1.04,MPV
2012,TOYOTA,TOYOTA,camry,547,523846,1.04,Car
2008,HONDA,HONDA,accord,401,384257,1.04,Car
2010,KIA,KIA,sportage,13,12465,1.04,MPV
2004,LAND ROVER,LAND ROVER,FREELANDER,5,4795,1.04,MPV
2006,MAZDA,MAZDA,tribute,35,33565,1.04,MPV
2004,GENERAL MOTORS,PONTIAC,VIBE,65,62365,1.04,Car
2006,TOYOTA,LEXUS,ES,32,30735,1.04,Car
2009,GENERAL MOTORS,PONTIAC,VIBE,59,56730,1.04,Car
2006,MERCEDES-BENZ,MERCEDES-BENZ,129 (sl-class),7,6731,1.04,Car
2006,FORD MOTOR CO,FORD,FREESTYLE,57,54980,1.04,Car
2007,FORD MOTOR CO,MERCURY,MONTEGO,16,15439,1.04,Car
2011,HONDA,HONDA,cr-z,17,0,1.04,Car
2008,HONDA,HONDA,civic,368,355443,1.04,Car
2005,FORD MOTOR CO,FORD,ESCAPE,252,243658,1.03,MPV
2006,NISSAN,INFINITI,M35/M45,42,40627,1.03,Car
2010,GENERAL MOTORS,CHEVROLET,CORVETTE,12,11615,1.03,Car
2010,MAZDA,MAZDA,3,164,158778,1.03,Car
2013,NISSAN,NISSAN,sentra,160,155196,1.03,Car
2006,TOYOTA,TOYOTA,4runner,108,104758,1.03,MPV
2005,DAIMLERCHRYSLER,JEEP,LIBERTY,178,173110,1.03,MPV
2004,BMW,BMW,3,106,103092,1.03,Car
2004,FORD MOTOR CO,MERCURY,MOUNTAINEER,52,50580,1.03,MPV
2005,TOYOTA,LEXUS,ES,83,80735,1.03,Car
2007,GENERAL MOTORS,GMC,ENVOY,38,36989,1.03,MPV
2005,TOYOTA,LEXUS,GX,28,27260,1.03,MPV
2010,MERCEDES-BENZ,MERCEDES-BENZ,c-class,58,56579,1.03,Car
2005,TOYOTA,TOYOTA,avalon,59,57577,1.02,Car
2007,HYUNDAI,HYUNDAI,tucson,45,44033,1.02,MPV
2006,AUDI,AUDI,a4/a4 Quattro/s4/s4 Avant,49,48023,1.02,Car
2007,GENERAL MOTORS,BUICK,TERRAZA VAN,8,7865,1.02,MPV
2006,FORD MOTOR CO,MERCURY,MILAN,35,34506,1.01,Car
2013,KIA,KIA,soul,153,150943,1.01,Car
2007,FORD MOTOR CO,FORD,ESCAPE,110,108788,1.01,MPV
2010,MASERATI,MASERATI,granturismo,1,989,1.01,Car
2008,TOYOTA,TOYOTA,highlander,139,137668,1.01,MPV
2006,DAIMLERCHRYSLER,CHRYSLER,TOWN & COUNTRY,177,175760,1.01,MPV
2006,TOYOTA,SCION,XA,50,49664,1.01,Car
2005,GENERAL MOTORS,CHEVROLET,CORVETTE,34,33810,1.01,Car
2008,GENERAL MOTORS,SATURN,SKY,13,12979,1.00,Car
2009,MAZDA,MAZDA,rx-8,3,3000,1.00,Car
2012,GENERAL MOTORS,BUICK,REGAL,26,26003,1.00,Car
2009,VOLKSWAGEN,VOLKSWAGEN,golf/rabbit/gti,19,19005,1.00,Car
2004,VOLKSWAGEN,VOLKSWAGEN,golf/gti,20,20043,1.00,Car
2010,GENERAL MOTORS,CADILLAC,STS,3,3010,1.00,Car
2007,JAGUAR,JAGUAR,x-type,3,3018,0.99,Car
2013,AUDI,AUDI,S4/S5,12,12087,0.99,Car
2006,MERCEDES-BENZ,MERCEDES-BENZ,208 (clk-class),17,17150,0.99,Car
2005,GENERAL MOTORS,BUICK,LESABRE,105,105985,0.99,Car
2007,HONDA,ACURA,3 5 RL,49,49471,0.99,Car
2012,VOLKSWAGEN,VOLKSWAGEN,jetta,176,178153,0.99,Car
2004,FORD MOTOR CO,FORD,FREESTAR,104,105280,0.99,MPV
2012,TOYOTA,LEXUS,LS,8,8102,0.99,Car
2014,KIA,KIA,cadenza,18,18234,0.99,Car
2011,MERCEDES-BENZ,MERCEDES-BENZ,glk-class,21,0,0.99,MPV
2010,GENERAL MOTORS,BUICK,ALLURE,55,55836,0.99,Car
2012,FIAT,FIAT,500,60,60935,0.98,Car
2012,HONDA,HONDA,pilot,42,42657,0.98,MPV
2006,GENERAL MOTORS,PONTIAC,TORRENT,48,48750,0.98,MPV
2008,NISSAN,NISSAN,quest van,21,21348,0.98,MPV
2006,NISSAN,INFINITI,I FX35,17,17326,0.98,MPV
2010,FORD MOTOR CO,FORD,FLEX,22,22451,0.98,MPV
2014,VOLKSWAGEN,VOLKSWAGEN,passat,100,102115,0.98,Car
2009,AUDI,AUDI,R8,1,1022,0.98,Car
2005,TOYOTA,LEXUS,RX,94,96140,0.98,MPV
2008,CHRYSLER,JEEP,WRANGLER,118,120710,0.98,MPV
2004,TOYOTA,TOYOTA,mr2 spyder,1,1023,0.98,Car
2004,GENERAL MOTORS,BUICK,LESABRE,117,119742,0.98,Car
2005,PORSCHE,PORSCHE,boxster,6,6142,0.98,Car
2006,SUBARU,SUBARU,impreza,41,41987,0.98,Car
2006,SUZUKI,SUZUKI,aerio,17,17417,0.98,Car
2006,HYUNDAI,HYUNDAI,santa fe,32,32802,0.98,MPV
2007,SUZUKI,SUZUKI,sx4,15,15421,0.97,Car
2014,AUDI,AUDI,RS7,1,1029,0.97,Car
2012,BENTLEY MOTORS,BENTLEY MOTORS,CONTINENTAL,2,2060,0.97,Car
2008,HYUNDAI,HYUNDAI,tiburon,10,10315,0.97,Car
2014,GENERAL MOTORS,BUICK,VERANO,44,45394,0.97,Car
2009,KIA,KIA,sorento,12,12435,0.97,MPV
2009,AUDI,AUDI,S4/S5,3,3112,0.96,Car
2011,TOYOTA,TOYOTA,corolla,215,0,0.96,Car
2010,MERCEDES-BENZ,MERCEDES-BENZ,e-class,61,63473,0.96,Car
2008,FORD MOTOR CO,FORD,ESCAPE,239,249322,0.96,MPV
2009,MITSUBISHI,MITSUBISHI,lancer,37,38655,0.96,Car
2014,KIA,KIA,sportage,33,34501,0.96,MPV
2009,TOYOTA,TOYOTA,sienna van,61,63797,0.96,MPV
2008,ASTON MARTIN,ASTON MARTIN,VANTAGE,1,1047,0.96,Car
2012,MAZDA,MAZDA,5,31,32530,0.95,Car
2008,HONDA,ACURA,3.2 TL,54,56720,0.95,Car
2006,HONDA,ACURA,3.2 TL,74,77849,0.95,Car
2010,FORD MOTOR CO,LINCOLN,MKS,14,14730,0.95,Car
2006,GENERAL MOTORS,CHEVROLET,CORVETTE,30,31595,0.95,Car
2009,KIA,KIA,sportage,34,35892,0.95,MPV
2005,GENERAL MOTORS,CHEVROLET,VENTURE VAN,24,25341,0.95,MPV
2006,GENERAL MOTORS,BUICK,LUCERNE,81,85961,0.94,Car
2009,HONDA,HONDA,accord,297,315205,0.94,Car
2004,MERCEDES-BENZ,MERCEDES-BENZ,215 (cl-class),2,2125,0.94,Car
2004,KIA,KIA,sedona van,50,53140,0.94,MPV
2009,GENERAL MOTORS,PONTIAC,G8,24,25556,0.94,Car
2010,CHRYSLER,DODGE,JOURNEY,70,74562,0.94,MPV
2006,HYUNDAI,HYUNDAI,tucson,52,55399,0.94,MPV
2009,HONDA,ACURA,TSX,35,37306,0.94,Car
2004,BMW,BMW,5,45,48009,0.94,Car
2011,FORD MOTOR CO,LINCOLN,MKT,4,0,0.94,MPV
2012,NISSAN,NISSAN,quest van,20,21388,0.94,MPV
2011,VOLVO,VOLVO,S 80,4,0,0.93,Car
2012,KIA,KIA,soul,94,100672,0.93,Car
2013,MERCEDES-BENZ,MERCEDES-BENZ,glk-class,30,32138,0.93,MPV
2005,VOLVO,VOLVO,S 40,24,25722,0.93,Car
2008,TOYOTA,LEXUS,IS,54,57931,0.93,Car
2009,FORD MOTOR CO,FORD,FUSION,96,103268,0.93,Car
2009,TOYOTA,TOYOTA,matrix,54,58240,0.93,Car
2013,VOLKSWAGEN,VOLKSWAGEN,tiguan,31,33475,0.93,MPV
2007,VOLVO,VOLVO,S 80,10,10805,0.93,Car
2006,TOYOTA,TOYOTA,avalon,90,97247,0.93,Car
2010,GENERAL MOTORS,BUICK,LUCERNE,19,20529,0.93,Car
2009,SUZUKI,SUZUKI,sx4,23,24859,0.93,Car
2011,BMW,BMW,m3,7,0,0.92,Car
2007,GENERAL MOTORS,PONTIAC,VIBE,30,32499,0.92,Car
2006,ASTON MARTIN,ASTON MARTIN,DB9,1,1085,0.92,Car
2011,GENERAL MOTORS,GMC,CANYON PICKUP,6,0,0.92,Truck
2009,GENERAL MOTORS,CHEVROLET,EQUINOX,30,32555,0.92,MPV
2008,HONDA,HONDA,element,35,37980,0.92,MPV
2007,HONDA,HONDA,element,31,33688,0.92,MPV
2005,TOYOTA,TOYOTA,RAV4,75,82037,0.91,MPV
2007,MAZDA,MAZDA,b series pickup,3,3285,0.91,Truck
2008,TOYOTA,TOYOTA,RAV4,150,164331,0.91,MPV
2006,GENERAL MOTORS,CADILLAC,FUNERAL COACH HEARSE,1,1096,0.91,Car
2011,TOYOTA,LEXUS,GS,5,0,0.91,Car
2014,NISSAN,INFINITI,QX50,1,1097,0.91,Car
2011,FORD MOTOR CO,LINCOLN,MKS,12,0,0.91,Car
2008,GENERAL MOTORS,CHEVROLET,EQUINOX,82,90033,0.91,MPV
2010,JAGUAR LAND ROVER,JAGUAR,XK/XKR,2,2198,0.91,Car
2010,CHRYSLER,JEEP,LIBERTY,44,48487,0.91,MPV
2013,GENERAL MOTORS,CADILLAC,XTS,38,41913,0.91,Car
2004,PORSCHE,PORSCHE,boxster,4,4417,0.91,Car
2014,BMW,BMW,3,93,102723,0.91,Car
2007,BMW,BMW,5,47,51970,0.90,Car
2011,VOLVO,VOLVO,C30,5,0,0.90,Car
2009,MERCEDES-BENZ,MERCEDES-BENZ,e-class,17,18803,0.90,Car
2012,MAZDA,MAZDA,3,129,142875,0.90,Car
2005,BMW,BMW,z4,10,11079,0.90,Car
2007,GENERAL MOTORS,SATURN,SKY,14,15546,0.90,Car
2011,JAGUAR LAND ROVER,LAND ROVER,LR2,3,0,0.90,MPV
2013,FORD MOTOR CO,LINCOLN,MKZ,24,26677,0.90,Car
2008,TOYOTA,LEXUS,GS,18,20030,0.90,Car
2014,FIAT,FIAT,500,35,38990,0.90,Car
2014,AUDI,AUDI,R8,1,1115,0.90,Car
2010,KIA,KIA,soul,68,75847,0.90,Car
2005,HONDA,HONDA,element,47,52440,0.90,MPV
2008,HONDA,ACURA,RDX,19,21271,0.89,MPV
2004,HONDA,ACURA,3.2 TL,67,75026,0.89,Car
2006,VOLVO,VOLVO,V 50,4,4480,0.89,Car
2008,VOLKSWAGEN,VOLKSWAGEN,new beetle,25,28003,0.89,Car
2014,BMW,BMW,5,48,53784,0.89,Car
2011,MITSUBISHI,MITSUBISHI,eclipse,5,0,0.89,Car
2009,MASERATI,MASERATI,granturismo,1,1123,0.89,Car
2011,GENERAL MOTORS,CHEVROLET,CORVETTE,11,0,0.89,Car
2011,HYUNDAI,HYUNDAI,santa fe,62,0,0.89,MPV
2008,SUBARU,SUBARU,forester,27,30406,0.89,Car
2009,NISSAN,NISSAN,murano,96,108188,0.89,MPV
2005,FORD MOTOR CO,MERCURY,MARINER,29,32734,0.89,MPV
2012,VOLKSWAGEN,VOLKSWAGEN,cc,26,29350,0.89,Car
2014,HYUNDAI,HYUNDAI,veloster,17,19203,0.89,Car
2007,GENERAL MOTORS,BUICK,LUCERNE,76,85922,0.88,Car
2014,MASERATI,MASERATI,quattroporte,4,4523,0.88,Car
2011,HYUNDAI,HYUNDAI,genesis,26,0,0.88,Car
2005,GENERAL MOTORS,SATURN,LS,6,6790,0.88,Car
2013,TOYOTA,SCION,IQ,3,3397,0.88,Car
2007,TOYOTA,LEXUS,LS,31,35167,0.88,Car
2014,TOYOTA,LEXUS,GS,18,20420,0.88,Car
2010,BMW,BMW,3,42,47715,0.88,Car
2014,VOLKSWAGEN,VOLKSWAGEN,eos,3,3409,0.88,Car
2008,FORD MOTOR CO,FORD,TAURUS X,37,42101,0.88,MPV
2010,FORD MOTOR CO,FORD,EDGE,105,119546,0.88,MPV
2004,TOYOTA,LEXUS,LS,28,31881,0.88,Car
2011,GENERAL MOTORS,BUICK,LUCERNE,28,0,0.88,Car
2011,SUZUKI,VITARA,GRAND VITARA,5,0,0.88,MPV
2006,VOLKSWAGEN,VOLKSWAGEN,jetta,108,123317,0.88,Car
2010,CHRYSLER,DODGE,NITRO,17,19432,0.87,MPV
2007,HONDA,ACURA,RDX,22,25159,0.87,MPV
2006,FORD MOTOR CO,MERCURY,MONTEGO,17,19464,0.87,Car
2005,FORD MOTOR CO,MERCURY,GRAND MARQUIS,61,69862,0.87,Car
2007,CHRYSLER,JEEP,WRANGLER,88,100955,0.87,MPV
2006,JAGUAR,JAGUAR,xj8/xj8l,3,3444,0.87,Car
2004,DAIMLERCHRYSLER,CHRYSLER,TOWN & COUNTRY (MPV),49,56361,0.87,MPV
2005,TOYOTA,TOYOTA,highlander,113,130146,0.87,MPV
2008,TOYOTA,LEXUS,LS,25,28875,0.87,Car
2009,CHRYSLER,JEEP,WRANGLER,58,67122,0.86,MPV
2007,FORD MOTOR CO,FORD,EDGE,105,121525,0.86,MPV
2008,HONDA,ACURA,TSX,19,21996,0.86,Car
2011,VOLKSWAGEN,VOLKSWAGEN,JETTA GLI,128,0,0.86,Car
2009,VOLKSWAGEN,VOLKSWAGEN,JETTA GLI,97,112506,0.86,Car
2007,KIA,KIA,rondo,22,25524,0.86,Car
2005,GENERAL MOTORS,BUICK,PARK AVENUE,8,9282,0.86,Car
2014,HYUNDAI,HYUNDAI,genesis,10,11605,0.86,Car
2006,TOYOTA,LEXUS,IS,43,49960,0.86,Car
2010,HYUNDAI,HYUNDAI,genesis,25,29056,0.86,Car
2005,GENERAL MOTORS,SATURN,VUE,56,65105,0.86,MPV
2012,TOYOTA,TOYOTA,avalon,18,20938,0.86,Car
2004,GENERAL MOTORS,CHEVROLET,VENTURE VAN,66,76777,0.86,MPV
2010,BMW,BMW,z4/m,1,1165,0.86,Car
2004,NISSAN,NISSAN,murano,55,64280,0.86,MPV
2013,FORD MOTOR CO,FORD,ESCAPE,265,310054,0.85,MPV
2013,TOYOTA,TOYOTA,venza,44,51487,0.85,MPV
2014,CHRYSLER,DODGE,DART,45,52715,0.85,Car
2005,VOLKSWAGEN,VOLKSWAGEN,passat,30,35149,0.85,Car
2010,JAGUAR LAND ROVER,JAGUAR,XF,7,8206,0.85,Car
2009,NISSAN,NISSAN,quest van,7,8232,0.85,MPV
2010,HONDA,HONDA,accord crosstour,29,34114,0.85,MPV
2014,SUBARU,SUBARU,brz,5,5893,0.85,Car
2014,GENERAL MOTORS,CADILLAC,SRX,44,51882,0.85,MPV
